season,city,date,team1,team2,winner,win_by_runs,win_by_wickets,player_of_match,venue
2021,Sharjah,24-09-2021,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0,6,DJ Bravo,Sharjah Cricket Stadium
2021,Abu Dhabi,23-09-2021,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,0,7,SP Narine,"Zayed Cricket Stadium, Abu Dhabi"
2021,Dubai,22-09-2021,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,0,8,A Nortje,Dubai International Cricket Stadium
2021,Dubai,21-09-2021,Rajasthan Royals,Punjab Kings,Rajasthan Royals,2,0,Kartik Tyagi,Dubai International Cricket Stadium
2021,Abu Dhabi,20-09-2021,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0,9,CV Varun,"Zayed Cricket Stadium, Abu Dhabi"
2021,Dubai,19-09-2021,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,20,0,RD Gaikwad,Dubai International Cricket Stadium
2021,Delhi,02-05-2021,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,55,0,JC Buttler,"Arun Jaitley Stadium, Delhi"
2021,Ahmedabad,02-05-2021,Punjab Kings,Delhi Capitals,Delhi Capitals,0,7,MA Agarwal,"Narendra Modi Stadium, Ahmedabad"
2021,Delhi,01-05-2021,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,4,KA Pollard,"Arun Jaitley Stadium, Delhi"
2021,Ahmedabad,30-04-2021,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,34,0,Harpreet Brar,"Narendra Modi Stadium, Ahmedabad"
2021,Delhi,29-04-2021,Rajasthan Royals,Mumbai Indians,Mumbai Indians,0,7,Q de Kock,"Arun Jaitley Stadium, Delhi"
2021,Ahmedabad,29-04-2021,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,0,7,PP Shaw,"Narendra Modi Stadium, Ahmedabad"
2021,Delhi,28-04-2021,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,7,RD Gaikwad,"Arun Jaitley Stadium, Delhi"
2021,Ahmedabad,27-04-2021,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,1,0,AB de Villiers,"Narendra Modi Stadium, Ahmedabad"
2021,Ahmedabad,26-04-2021,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,5,EJG Morgan,"Narendra Modi Stadium, Ahmedabad"
2021,Mumbai,25-04-2021,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,69,0,RA Jadeja,"Wankhede Stadium, Mumbai"
2021,Chennai,25-04-2021,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,0,0,PP Shaw,"MA Chidambaram Stadium, Chepauk, Chennai"
2021,Mumbai,24-04-2021,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,6,CH Morris,"Wankhede Stadium, Mumbai"
2021,Chennai,23-04-2021,Mumbai Indians,Punjab Kings,Punjab Kings,0,9,KL Rahul,"MA Chidambaram Stadium, Chepauk, Chennai"
2021,Mumbai,22-04-2021,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,10,D Padikkal,"Wankhede Stadium, Mumbai"
2021,Mumbai,21-04-2021,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,18,0,F du Plessis,"Wankhede Stadium, Mumbai"
2021,Chennai,21-04-2021,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,9,JM Bairstow,"MA Chidambaram Stadium, Chepauk, Chennai"
2021,Chennai,20-04-2021,Mumbai Indians,Delhi Capitals,Delhi Capitals,0,6,A Mishra,"MA Chidambaram Stadium, Chepauk, Chennai"
2021,Mumbai,19-04-2021,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,45,0,MM Ali,"Wankhede Stadium, Mumbai"
2021,Mumbai,18-04-2021,Punjab Kings,Delhi Capitals,Delhi Capitals,0,6,S Dhawan,"Wankhede Stadium, Mumbai"
2021,Chennai,18-04-2021,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,38,0,AB de Villiers,"MA Chidambaram Stadium, Chepauk, Chennai"
2021,Chennai,17-04-2021,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,13,0,KA Pollard,"MA Chidambaram Stadium, Chepauk, Chennai"
2021,Mumbai,16-04-2021,Punjab Kings,Chennai Super Kings,Chennai Super Kings,0,6,DL Chahar,"Wankhede Stadium, Mumbai"
2021,Mumbai,15-04-2021,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,0,3,JD Unadkat,"Wankhede Stadium, Mumbai"
2021,Chennai,14-04-2021,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,6,0,GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai"
2021,Chennai,13-04-2021,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,10,0,RD Chahar,"MA Chidambaram Stadium, Chepauk, Chennai"
2021,Mumbai,12-04-2021,Punjab Kings,Rajasthan Royals,Punjab Kings,4,0,SV Samson,"Wankhede Stadium, Mumbai"
2021,Chennai,11-04-2021,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,10,0,N Rana,"MA Chidambaram Stadium, Chepauk, Chennai"
2021,Mumbai,10-04-2021,Chennai Super Kings,Delhi Capitals,Delhi Capitals,0,7,S Dhawan,"Wankhede Stadium, Mumbai"
2021,Chennai,09-04-2021,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,0,2,HV Patel,"MA Chidambaram Stadium, Chepauk, Chennai"
2020/21,Dubai,10-11-2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,0,5,TA Boult,Dubai International Cricket Stadium
2020/21,Abu Dhabi,08-11-2020,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,17,0,MP Stoinis,Sheikh Zayed Stadium
2020/21,Abu Dhabi,06-11-2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,0,6,KS Williamson,Sheikh Zayed Stadium
2020/21,Dubai,05-11-2020,Mumbai Indians,Delhi Capitals,Mumbai Indians,57,0,JJ Bumrah,Dubai International Cricket Stadium
2020/21,Sharjah,03-11-2020,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,0,10,S Nadeem,Sharjah Cricket Stadium
2020/21,Abu Dhabi,02-11-2020,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,0,6,A Nortje,Sheikh Zayed Stadium
2020/21,Abu Dhabi,01-11-2020,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,0,9,RD Gaikwad,Sheikh Zayed Stadium
2020/21,Dubai,01-11-2020,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,60,0,PJ Cummins,Dubai International Cricket Stadium
2020/21,Sharjah,31-10-2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,0,5,Sandeep Sharma,Sharjah Cricket Stadium
2020/21,Dubai,31-10-2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,0,9,Ishan Kishan,Dubai International Cricket Stadium
2020/21,Abu Dhabi,30-10-2020,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,0,7,BA Stokes,Sheikh Zayed Stadium
2020/21,Dubai,29-10-2020,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,0,6,RD Gaikwad,Dubai International Cricket Stadium
2020/21,Abu Dhabi,28-10-2020,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0,5,SA Yadav,Sheikh Zayed Stadium
2020/21,Dubai,27-10-2020,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,88,0,WP Saha,Dubai International Cricket Stadium
2020/21,Sharjah,26-10-2020,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,0,8,CH Gayle,Sharjah Cricket Stadium
2020/21,Dubai,25-10-2020,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0,8,RD Gaikwad,Dubai International Cricket Stadium
2020/21,Abu Dhabi,25-10-2020,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,0,8,BA Stokes,Sheikh Zayed Stadium
2020/21,Abu Dhabi,24-10-2020,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,59,0,CV Varun,Sheikh Zayed Stadium
2020/21,Dubai,24-10-2020,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,12,0,CJ Jordan,Dubai International Cricket Stadium
2020/21,Sharjah,23-10-2020,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,10,TA Boult,Sharjah Cricket Stadium
2020/21,Dubai,22-10-2020,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,0,8,MK Pandey,Dubai International Cricket Stadium
2020/21,Abu Dhabi,21-10-2020,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,0,8,Mohammed Siraj,Sheikh Zayed Stadium
2020/21,Dubai,20-10-2020,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,0,5,S Dhawan,Dubai International Cricket Stadium
2020/21,Abu Dhabi,19-10-2020,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,7,JC Buttler,Sheikh Zayed Stadium
2020/21,Dubai,18-10-2020,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,0,0,KL Rahul,Dubai International Cricket Stadium
2020/21,Abu Dhabi,18-10-2020,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,0,0,LH Ferguson,Sheikh Zayed Stadium
2020/21,Dubai,17-10-2020,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,AB de Villiers,Dubai International Cricket Stadium
2020/21,Sharjah,17-10-2020,Chennai Super Kings,Delhi Capitals,Delhi Capitals,0,5,S Dhawan,Sharjah Cricket Stadium
2020/21,Abu Dhabi,16-10-2020,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0,8,Q de Kock,Sheikh Zayed Stadium
2020/21,Sharjah,15-10-2020,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0,8,KL Rahul,Sharjah Cricket Stadium
2020/21,Dubai,14-10-2020,Delhi Capitals,Rajasthan Royals,Delhi Capitals,13,0,A Nortje,Dubai International Cricket Stadium
2020/21,Dubai,13-10-2020,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,20,0,RA Jadeja,Dubai International Cricket Stadium
2020/21,Sharjah,12-10-2020,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,82,0,AB de Villiers,Sharjah Cricket Stadium
2020/21,Dubai,11-10-2020,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,0,5,R Tewatia,Dubai International Cricket Stadium
2020/21,Abu Dhabi,11-10-2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,0,5,Q de Kock,Sheikh Zayed Stadium
2020/21,Abu Dhabi,10-10-2020,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,2,0,KD Karthik,Sheikh Zayed Stadium
2020/21,Dubai,10-10-2020,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,37,0,V Kohli,Dubai International Cricket Stadium
2020/21,Sharjah,09-10-2020,Delhi Capitals,Rajasthan Royals,Delhi Capitals,46,0,R Ashwin,Sharjah Cricket Stadium
2020/21,Dubai,08-10-2020,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,69,0,JM Bairstow,Dubai International Cricket Stadium
2020/21,Abu Dhabi,07-10-2020,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,10,0,RA Tripathi,Sheikh Zayed Stadium
2020/21,Abu Dhabi,06-10-2020,Mumbai Indians,Rajasthan Royals,Mumbai Indians,57,0,SA Yadav,Sheikh Zayed Stadium
2020/21,Dubai,05-10-2020,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,59,0,AR Patel,Dubai International Cricket Stadium
2020/21,Dubai,04-10-2020,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,0,10,SR Watson,Dubai International Cricket Stadium
2020/21,Sharjah,04-10-2020,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,34,0,TA Boult,Sharjah Cricket Stadium
2020/21,Sharjah,03-10-2020,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,18,0,SS Iyer,Sharjah Cricket Stadium
2020/21,Abu Dhabi,03-10-2020,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,8,YS Chahal,Sheikh Zayed Stadium
2020/21,Dubai,02-10-2020,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,7,0,PK Garg,Dubai International Cricket Stadium
2020/21,Abu Dhabi,01-10-2020,Mumbai Indians,Kings XI Punjab,Mumbai Indians,48,0,KA Pollard,Sheikh Zayed Stadium
2020/21,Dubai,30-09-2020,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,37,0,Shivam Mavi,Dubai International Cricket Stadium
2020/21,Abu Dhabi,29-09-2020,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,15,0,Rashid Khan,Sheikh Zayed Stadium
2020/21,Dubai,28-09-2020,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,0,0,AB de Villiers,Dubai International Cricket Stadium
2020/21,Sharjah,27-09-2020,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,0,4,SV Samson,Sharjah Cricket Stadium
2020/21,Abu Dhabi,26-09-2020,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,0,7,Shubman Gill,Sheikh Zayed Stadium
2020/21,Dubai,25-09-2020,Delhi Capitals,Chennai Super Kings,Delhi Capitals,44,0,PP Shaw,Dubai International Cricket Stadium
2020/21,Dubai,24-09-2020,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,97,0,KL Rahul,Dubai International Cricket Stadium
2020/21,Abu Dhabi,23-09-2020,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,49,0,RG Sharma,Sheikh Zayed Stadium
2020/21,Sharjah,22-09-2020,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,16,0,SV Samson,Sharjah Cricket Stadium
2020/21,Dubai,21-09-2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,10,0,YS Chahal,Dubai International Cricket Stadium
2020/21,Dubai,20-09-2020,Delhi Capitals,Kings XI Punjab,Delhi Capitals,0,0,MP Stoinis,Dubai International Cricket Stadium
2020/21,Abu Dhabi,19-09-2020,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,0,5,AT Rayudu,Sheikh Zayed Stadium
2019,Hyderabad,12-05-2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,1,0,JJ Bumrah,Rajiv Gandhi International Stadium
2019,Visakhapatnam,10-05-2019,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,0,6,F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2019,Visakhapatnam,08-05-2019,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,0,2,RR Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2019,Chennai,07-05-2019,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,6,SA Yadav,MA Chidambaram Stadium
2019,Chandigarh,05-05-2019,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium
2019,Mumbai,05-05-2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0,9,HH Pandya,Wankhede Stadium
2019,Bengaluru,04-05-2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,0,4,SO Hetmyer,M.Chinnaswamy Stadium
2019,Delhi,04-05-2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,0,5,A Mishra,Arun Jaitley Stadium
2019,Chandigarh,03-05-2019,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,0,7,Shubman Gill,Punjab Cricket Association IS Bindra Stadium
2019,Mumbai,02-05-2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,0,0,JJ Bumrah,Wankhede Stadium
2019,Chennai,01-05-2019,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,80,0,MS Dhoni,MA Chidambaram Stadium
2019,Bengaluru,30-04-2019,Royal Challengers Bangalore,Rajasthan Royals,NA,0,0,None,M.Chinnaswamy Stadium
2019,Hyderabad,29-04-2019,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,45,0,DA Warner,Rajiv Gandhi International Stadium
2019,Kolkata,28-04-2019,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,34,0,AD Russell,Eden Gardens
2019,Delhi,28-04-2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,16,0,S Dhawan,Arun Jaitley Stadium
2019,Jaipur,27-04-2019,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,0,7,JD Unadkat,Sawai Mansingh Stadium
2019,Chennai,26-04-2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,46,0,RG Sharma,MA Chidambaram Stadium
2019,Kolkata,25-04-2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,3,VR Aaron,Eden Gardens
2019,Bengaluru,24-04-2019,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,17,0,AB de Villiers,M.Chinnaswamy Stadium
2019,Chennai,23-04-2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,6,SR Watson,MA Chidambaram Stadium
2019,Jaipur,22-04-2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,0,6,RR Pant,Sawai Mansingh Stadium
2019,Bengaluru,21-04-2019,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,1,0,PA Patel,M.Chinnaswamy Stadium
2019,Hyderabad,21-04-2019,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,0,9,KK Ahmed,Rajiv Gandhi International Stadium
2019,Jaipur,20-04-2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,0,5,SPD Smith,Sawai Mansingh Stadium
2019,Delhi,20-04-2019,Kings XI Punjab,Delhi Capitals,Delhi Capitals,0,5,SS Iyer,Arun Jaitley Stadium
2019,Kolkata,19-04-2019,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,10,0,V Kohli,Eden Gardens
2019,Delhi,18-04-2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,40,0,HH Pandya,Arun Jaitley Stadium
2019,Hyderabad,17-04-2019,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,6,DA Warner,Rajiv Gandhi International Stadium
2019,Chandigarh,16-04-2019,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,12,0,R Ashwin,Punjab Cricket Association IS Bindra Stadium
2019,Mumbai,15-04-2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0,5,SL Malinga,Wankhede Stadium
2019,Kolkata,14-04-2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,0,5,Imran Tahir,Eden Gardens
2019,Hyderabad,14-04-2019,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,39,0,KMA Paul,Rajiv Gandhi International Stadium
2019,Mumbai,13-04-2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,0,4,JC Buttler,Wankhede Stadium
2019,Chandigarh,13-04-2019,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,0,8,AB de Villiers,Punjab Cricket Association IS Bindra Stadium
2019,Kolkata,12-04-2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,0,7,S Dhawan,Eden Gardens
2019,Jaipur,11-04-2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,0,4,MS Dhoni,Sawai Mansingh Stadium
2019,Mumbai,10-04-2019,Kings XI Punjab,Mumbai Indians,Mumbai Indians,0,3,KA Pollard,Wankhede Stadium
2019,Chennai,09-04-2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,0,7,DL Chahar,MA Chidambaram Stadium
2019,Chandigarh,08-04-2019,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium
2019,Jaipur,07-04-2019,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0,8,HF Gurney,Sawai Mansingh Stadium
2019,Bengaluru,07-04-2019,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,0,4,K Rabada,M.Chinnaswamy Stadium
2019,Chennai,06-04-2019,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,22,0,Harbhajan Singh,MA Chidambaram Stadium
2019,Hyderabad,06-04-2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,40,0,AS Joseph,Rajiv Gandhi International Stadium
2019,Bengaluru,05-04-2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0,5,AD Russell,M.Chinnaswamy Stadium
2019,Delhi,04-04-2019,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,0,5,JM Bairstow,Arun Jaitley Stadium
2019,Mumbai,03-04-2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,37,0,HH Pandya,Wankhede Stadium
2019,Jaipur,02-04-2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,0,7,S Gopal,Sawai Mansingh Stadium
2019,Chandigarh,01-04-2019,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,14,0,SM Curran,Punjab Cricket Association IS Bindra Stadium
2019,Hyderabad,31-03-2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,118,0,JM Bairstow,Rajiv Gandhi International Stadium
2019,Chennai,31-03-2019,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,8,0,MS Dhoni,MA Chidambaram Stadium
2019,Delhi,30-03-2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,0,0,PP Shaw,Arun Jaitley Stadium
2019,Chandigarh,30-03-2019,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,0,8,MA Agarwal,Punjab Cricket Association IS Bindra Stadium
2019,Hyderabad,29-03-2019,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,0,5,Rashid Khan,Rajiv Gandhi International Stadium
2019,Bengaluru,28-03-2019,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,6,0,JJ Bumrah,M.Chinnaswamy Stadium
2019,Kolkata,27-03-2019,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,28,0,AD Russell,Eden Gardens
2019,Delhi,26-03-2019,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,0,6,SR Watson,Arun Jaitley Stadium
2019,Jaipur,25-03-2019,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,14,0,CH Gayle,Sawai Mansingh Stadium
2019,Mumbai,24-03-2019,Delhi Capitals,Mumbai Indians,Delhi Capitals,37,0,RR Pant,Wankhede Stadium
2019,Kolkata,24-03-2019,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,0,6,AD Russell,Eden Gardens
2019,Chennai,23-03-2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0,7,Harbhajan Singh,MA Chidambaram Stadium
2018,Mumbai,27-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,8,SR Watson,Wankhede Stadium
2018,Kolkata,25-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,14,0,Rashid Khan,Eden Gardens
2018,Kolkata,23-05-2018,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,25,0,AD Russell,Eden Gardens
2018,Mumbai,22-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,2,F du Plessis,Wankhede Stadium
2018,Delhi,20-05-2018,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,11,0,A Mishra,Arun Jaitley Stadium
2018,Pune,20-05-2018,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,0,5,L Ngidi,Maharashtra Cricket Association Stadium
2018,Jaipur,19-05-2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,30,0,S Gopal,Sawai Mansingh Stadium
2018,Hyderabad,19-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,0,5,CA Lynn,Rajiv Gandhi International Stadium
2018,Delhi,18-05-2018,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,34,0,HV Patel,Arun Jaitley Stadium
2018,Bengaluru,17-05-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,14,0,AB de Villiers,M.Chinnaswamy Stadium
2018,Mumbai,16-05-2018,Mumbai Indians,Kings XI Punjab,Mumbai Indians,3,0,JJ Bumrah,Wankhede Stadium
2018,Kolkata,15-05-2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0,6,Kuldeep Yadav,Eden Gardens
2018,Indore,14-05-2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,0,10,UT Yadav,Holkar Cricket Stadium
2018,Mumbai,13-05-2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,0,7,JC Buttler,Wankhede Stadium
2018,Pune,13-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,8,AT Rayudu,Maharashtra Cricket Association Stadium
2018,Indore,12-05-2018,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,31,0,SP Narine,Holkar Cricket Stadium
2018,Delhi,12-05-2018,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0,5,AB de Villiers,Arun Jaitley Stadium
2018,Jaipur,11-05-2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,4,JC Buttler,Sawai Mansingh Stadium
2018,Delhi,10-05-2018,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,0,9,S Dhawan,Arun Jaitley Stadium
2018,Kolkata,09-05-2018,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,102,0,Ishan Kishan,Eden Gardens
2018,Jaipur,08-05-2018,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,15,0,JC Buttler,Sawai Mansingh Stadium
2018,Hyderabad,07-05-2018,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,5,0,KS Williamson,Rajiv Gandhi International Stadium
2018,Indore,06-05-2018,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,0,6,Mujeeb Ur Rahman,Holkar Cricket Stadium
2018,Mumbai,06-05-2018,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,13,0,HH Pandya,Wankhede Stadium
2018,Pune,05-05-2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0,6,RA Jadeja,Maharashtra Cricket Association Stadium
2018,Hyderabad,05-05-2018,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,0,7,Rashid Khan,Rajiv Gandhi International Stadium
2018,Indore,04-05-2018,Kings XI Punjab,Mumbai Indians,Mumbai Indians,0,6,SA Yadav,Holkar Cricket Stadium
2018,Kolkata,03-05-2018,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens
2018,Delhi,02-05-2018,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,4,0,RR Pant,Arun Jaitley Stadium
2018,Bengaluru,01-05-2018,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,14,0,TG Southee,M.Chinnaswamy Stadium
